ActivityID,StationID,Date_Tt,TP_mgL,PO4_mgL,NOx_mgL,TKN_mgL,NO3_mgL,NO2_mgL,TN_mgL,Bug_StationID,Type,Avg_NH_IBI_Score,Latitude,Longitude
WQAL-54872,RMB04,11/8/2005,,0.007,,,0.071,,,,,,43.053552,-71.033263
WQAL-47215,RMB04,11/2/2004,,,,,0.052,,,,,,43.053552,-71.033263
WQAL-73333,RMB04,10/9/2007,,,,,0.034,,,,,,43.053552,-71.033263
WQAL-45564,RMB04,9/7/2004,,0.013,,,0.113,,,,,,43.053552,-71.033263
WQAL-45651,RMB04,9/14/2004,,,,,0.266,,,,,,43.053552,-71.033263
WQAL-43326,RMB04,6/8/2004,,0.005,,,0.09,,,,,,43.053552,-71.033263
WQAL-87986,RMB04,5/12/2009,,0.003,,,0.111,,,,,,43.053552,-71.033263
WQAL-71087,RMB04,8/14/2007,,0.016,,,0.07,,,,,,43.053552,-71.033263
WQAL-46832,RMB04,10/12/2004,,0.003,,,0.09,,,,,,43.053552,-71.033263
WQAL-93773,RMB04,4/13/2010,,,,,0.102,,,,,,43.053552,-71.033263
WQAL-42699,RMB04,4/27/2004,,0.009,,,0.043,,,,,,43.053552,-71.033263
WQAL-47110,RMB04,10/26/2004,,,,,0.063,,,,,,43.053552,-71.033263
WQAL-89876,RMB04,8/11/2009,,0.011,,,0.092,,,,,,43.053552,-71.033263
WQAL-82918,RMB04,11/12/2008,,0.008,,,0.132,,,,,,43.053552,-71.033263
WQAL-43652,RMB04,7/6/2004,,,,,0.149,,,,,,43.053552,-71.033263
WQAL-74782,RMB04,1/8/2008,,,,,0.268,,,,,,43.053552,-71.033263
WQAL-78268,RMB04,7/8/2008,,0.013,,,0.071,,,,,,43.053552,-71.033263
WQAL-44667,RMB04,8/10/2004,,0.004,,,0.115,,,,,,43.053552,-71.033263
WQAL-63963,RMB04,10/21/2006,,0.008,,,0.04,,,,,,43.053552,-71.033263
WQAL-65821,RMB04,1/24/2007,,,,,0.314,,,,,,43.053552,-71.033263
WQAL-104586,RMB04,12/13/2011,,,,,0.222,,,,,,43.053552,-71.033263
WQAL-47904,RMB04,12/21/2004,,,,,0.324,,,,,,43.053552,-71.033263
WQAL-70395,RMB04,7/31/2007,,0.007,,,0.119,,,,,,43.053552,-71.033263
WQAL-44044,RMB04,7/13/2004,,0.005,,,0.094,,,,,,43.053552,-71.033263
WQAL-45786,RMB04,9/21/2004,,0.006,,,0.067,,,,,,43.053552,-71.033263
WQAL-98932,RMB04,4/12/2011,,,,,0.062,,,,,,43.053552,-71.033263
WQAL-46790,RMB04,10/5/2004,,0.008,,,0.056,,,,,,43.053552,-71.033263
WQAL-47875,RMB04,12/14/2004,,0.005,,,0.2,,,,,,43.053552,-71.033263
WQAL-77584,RMB04,6/10/2008,,0.012,,,0.064,,,,,,43.053552,-71.033263
WQAL-43551,RMB04,6/29/2004,,0.008,,,0.081,,,,,,43.053552,-71.033263
WQAL-47067,RMB04,10/19/2004,,,,,0.025,,,,,,43.053552,-71.033263
WQAL-67325,RMB04,3/28/2007,,0.005,,,0.24,,,,,,43.053552,-71.033263
WQAL-93197,RMB04,3/9/2010,,,,,0.206,,,,,,43.053552,-71.033263
WQAL-47276,RMB04,11/9/2004,,0.006,,,0.102,,,,,,43.053552,-71.033263
WQAL-45237,RMB04,8/31/2004,,,,,0.104,,,,,,43.053552,-71.033263
WQAL-87122,RMB04,4/14/2009,,,,,0.133,,,,,,43.053552,-71.033263
WQAL-82450,RMB04,10/14/2008,,0.004,,,0.095,,,,,,43.053552,-71.033263
WQAL-47725,RMB04,12/7/2004,,,,,0.216,,,,,,43.053552,-71.033263
WQAL-107665,RMB04,4/10/2012,,,,,0.22,,,,,,43.053552,-71.033263
WQAL-94866,RMB04,7/13/2010,,,,,0.209,,,,,,43.053552,-71.033263
WQAL-72644,RMB04,9/11/2007,,0.004,,,0.11,,,,,,43.053552,-71.033263
WQAL-61870,RMB04,8/8/2006,,0.009,,,0.073,,,,,,43.053552,-71.033263
WQAL-76966,RMB04,5/13/2008,,0.004,,,0.092,,,,,,43.053552,-71.033263
WQAL-47333,RMB04,11/16/2004,,0.007,,,0.239,,,,,,43.053552,-71.033263
WQAL-47921,RMB04,12/28/2004,,0.005,,,0.346,,,,,,43.053552,-71.033263
WQAL-104097,RMB04,11/8/2011,,,,,0.122,,,,,,43.053552,-71.033263
WQAL-67861,RMB04,4/18/2007,,0.006,,,0.181,,,,,,43.053552,-71.033263
WQAL-54324,RMB04,10/11/2005,,0.016,,,0.063,,,,,,43.053552,-71.033263
WQAL-59163,RMB04,4/11/2006,,0.007,,,0.12,,,,,,43.053552,-71.033263
WQAL-100743,RMB04,7/12/2011,,,,,0.114,,,,,,43.053552,-71.033263
WQAL-45638,RMB04,5/25/2004,,0.005,,,0.057,,,,,,43.053552,-71.033263
WQAL-95361,RMB04,8/10/2010,,,,,0.114,,,,,,43.053552,-71.033263
WQAL-46286,RMB04,9/28/2004,,0.007,,,0.072,,,,,,43.053552,-71.033263
WQAL-98123,RMB04,2/8/2011,,,,,0.242,,,,,,43.053552,-71.033263
WQAL-104877,RMB04,1/10/2012,,,,,0.277,,,,,,43.053552,-71.033263
WQAL-60436,RMB04,6/14/2006,,0.006,,,0.075,,,,,,43.053552,-71.033263
WQAL-66260,RMB04,2/13/2007,,,,,0.378,,,,,,43.053552,-71.033263
WQAL-99689,RMB04,5/10/2011,,,,,0.036,,,,,,43.053552,-71.033263
WQAL-96532,RMB04,9/14/2010,,,,,0.172,,,,,,43.053552,-71.033263
WQAL-112730,RMB04,9/11/2012,,,,,0.076,,,,,,43.053552,-71.033263
WQAL-102186,RMB04,9/13/2011,,,,,0.064,,,,,,43.053552,-71.033263
WQAL-106688,RMB04,3/13/2012,,,,,0.188,,,,,,43.053552,-71.033263
WQAL-83741,RMB04,8/14/2007,,,,,0.032,,,,,,43.053552,-71.033263
WQAL-110865,RMB04,7/10/2012,,,,,0.088,,,,,,43.053552,-71.033263
2005-1221,ROBHUDB1,5/31/2005,0.023,,,,,,,,,,42.799889,-71.381278
VL05240019,ROBHUDB1,5/24/2000,0.031,,,,,,,,,,42.799889,-71.381278
2006-1984,ROBHUDB1,6/27/2006,0.016,,,,,,,,,,42.799889,-71.381278
VL05300198,ROBHUDB1,5/30/2001,0.019,,,,,,,,,,42.799889,-71.381278
2004-675,ROBHUDB1,5/11/2004,0.005,,,,,,,,,,42.799889,-71.381278
VL06250375,ROBHUDB1,6/25/2003,0.011,,,,,,,,,,42.799889,-71.381278
2006-3457,ROBHUDB1,7/25/2006,0.018,,,,,,,,,,42.799889,-71.381278
2005-3552,ROBHUDB1,7/26/2005,0.047,,,,,,,,,,42.799889,-71.381278
VL06210084,ROBHUDB1,6/21/2000,0.018,,,,,,,,,,42.799889,-71.381278
VL06260242,ROBHUDB1,6/26/2002,0.031,,,,,,,,,,42.799889,-71.381278
2006-1063,ROBHUDB1,5/30/2006,0.018,,,,,,,,,,42.799889,-71.381278
VL06270171,ROBHUDB1,6/27/2001,0.019,,,,,,,,,,42.799889,-71.381278
2005-2205,ROBHUDB1,6/28/2005,0.052,,,,,,,,,,42.799889,-71.381278
VL05280317,ROBHUDB1,5/28/2003,0.01,,,,,,,,,,42.799889,-71.381278
2006-1992,ROBHUDC12,6/27/2006,0.029,,,,,,,,,,42.799353,-71.381894
2004-4741,ROBHUDC12,8/24/2004,0.025,,,,,,,,,,42.799353,-71.381894
2005-2212,ROBHUDC12,6/28/2005,0.13,,,,,,,,,,42.799353,-71.381894
2004-2832,ROBHUDC12,7/20/2004,0.03,,,,,,,,,,42.799353,-71.381894
2006-1069,ROBHUDC12,5/30/2006,0.034,,,,,,,,,,42.799353,-71.381894
2004-5614,ROBHUDC12,9/21/2004,0.031,,,,,,,,,,42.799353,-71.381894
2005-1229,ROBHUDC12,5/31/2005,0.021,,,,,,,,,,42.799353,-71.381894
2004-1192,ROBHUDC12,6/15/2004,0.018,,,,,,,,,,42.799353,-71.381894
2004-678,ROBHUDC12,5/11/2004,0.013,,,,,,,,,,42.799353,-71.381894
2006-5252,ROBHUDC12,8/29/2006,0.045,,,,,,,,,,42.799353,-71.381894
2013-655,ROBHUDH3,5/28/2013,0.0191,,,,,,,,,,42.806194,-71.388194
VL06270158,ROBHUDH3,6/27/2001,0.017,,,,,,,,,,42.806194,-71.388194
2005-1223,ROBHUDH3,5/31/2005,0.058,,,,,,,,,,42.806194,-71.388194
VL07310235,ROBHUDH3,7/31/2002,0.077,,,,,,,,,,42.806194,-71.388194
VL08280268,ROBHUDH3,8/28/2002,0.158,,,,,,,,,,42.806194,-71.388194
2018-4919,ROBHUDH3,9/17/2018,0.0509,,,,,,,,,,42.806194,-71.388194
2016-602,ROBHUDH3,5/24/2016,0.108,,,,,,,,,,42.806194,-71.388194
2011-456,ROBHUDH3,5/31/2011,0.073,,,,,,,,,,42.806194,-71.388194
2006-1986,ROBHUDH3,6/27/2006,0.071,,,,,,,,,,42.806194,-71.388194
2009-2199,ROBHUDH3,6/30/2009,0.039,,,,,,,,,,42.806194,-71.388194
2019-4653,ROBHUDH3,8/27/2019,0.0487,,,,,,,,,,42.806194,-71.388194
2006-3459,ROBHUDH3,7/25/2006,0.066,,,,,,,,,,42.806194,-71.388194
2011-4386,ROBHUDH3,9/27/2011,0.024,,,,,,,,,,42.806194,-71.388194
2008-5011,ROBHUDH3,8/26/2008,0.031,,,,,,,,,,42.806194,-71.388194
2006-1065,ROBHUDH3,5/30/2006,0.053,,,,,,,,,,42.806194,-71.388194
VL06210085,ROBHUDH3,6/21/2000,0.028,,,,,,,,,,42.806194,-71.388194
2019-383,ROBHUDH3,5/21/2019,0.0373,,,,,,,,,,42.806194,-71.388194
2006-5247,ROBHUDH3,8/29/2006,0.37,,,,,,,,,,42.806194,-71.388194
VL07300369,ROBHUDH3,7/30/2003,0.169,,,,,,,,,,42.806194,-71.388194
2011-2455,ROBHUDH3,7/26/2011,0.027,,,,,,,,,,42.806194,-71.388194
2019-2927,ROBHUDH3,7/23/2019,0.0736,,,,,,,,,,42.806194,-71.388194
2011-1370,ROBHUDH3,6/28/2011,0.043,,,,,,,,,,42.806194,-71.388194
2008-2189,ROBHUDH3,7/1/2008,0.052,,,,,,,,,,42.806194,-71.388194
2004-2827,ROBHUDH3,7/20/2004,0.174,,,,,,,,,,42.806194,-71.388194
VL06250373,ROBHUDH3,6/25/2003,0.096,,,,,,,,,,42.806194,-71.388194
2009-863,ROBHUDH3,5/26/2009,0.054,,,,,,,,,,42.806194,-71.388194
2004-1186,ROBHUDH3,6/15/2004,0.102,,,,,,,,,,42.806194,-71.388194
VL06260245,ROBHUDH3,6/26/2002,0.12,,,,,,,,,,42.806194,-71.388194
2004-4737,ROBHUDH3,8/24/2004,0.516,,,,,,,,,,42.806194,-71.388194
2007-928,ROBHUDH3,5/29/2007,0.09,,,,,,,,,,42.806194,-71.388194
2010-615,ROBHUDH3,5/25/2010,0.12,,,,,,,,,,42.806194,-71.388194
2007-1763,ROBHUDH3,6/26/2007,0.093,,,,,,,,,,42.806194,-71.388194
2017-484,ROBHUDH3,5/23/2017,0.047,,,,,,,,,,42.806194,-71.388194
2013-1167,ROBHUDH3,6/18/2013,0.019,,,,,,,,,,42.806194,-71.388194
2019-1565,ROBHUDH3,6/25/2019,0.0719,,,,,,,,,,42.806194,-71.388194
VL05240015,ROBHUDH3,5/24/2000,0.021,,,,,,,,,,42.806194,-71.388194
2004-5608,ROBHUDH3,9/21/2004,0.158,,,,,,,,,,42.806194,-71.388194
2005-2206,ROBHUDH3,6/28/2005,0.289,,,,,,,,,,42.806194,-71.388194
2004-761,ROBHUDH3,5/18/2004,0.087,,,,,,,,,,42.806194,-71.388194
VL05280316,ROBHUDH3,5/28/2003,0.039,,,,,,,,,,42.806194,-71.388194
VL09240338,ROBHUDH3,9/24/2003,0.052,,,,,,,,,,42.806194,-71.388194
2014-287,ROBHUDH3,5/20/2014,0.0469,,,,,,,,,,42.806194,-71.388194
2011-3821,ROBHUDH3,8/30/2011,0.063,,,,,,,,,,42.806194,-71.388194
2008-3552,ROBHUDH3,7/29/2008,0.042,,,,,,,,,,42.806194,-71.388194
VL08270390,ROBHUDH3,8/27/2003,0.073,,,,,,,,,,42.806194,-71.388194
2012-1498,ROBHUDH3,6/26/2012,0.067,,,,,,,,,,42.806194,-71.388194
2018-466,ROBHUDH3,5/21/2018,0.044,,,,,,,,,,42.806194,-71.388194
VL09250221,ROBHUDH3,9/25/2002,0.235,,,,,,,,,,42.806194,-71.388194
2015-565,ROBHUDH3,5/26/2015,0.0303,,,,,,,,,,42.806194,-71.388194
VL06270160,ROBHUDJ4,6/27/2001,0.017,,,,,,,,,,42.8048,-71.3887
VL08280270,ROBHUDJ4,8/28/2002,0.335,,,,,,,,,,42.8048,-71.3887
2013-3121,ROBHUDJ4,7/30/2013,0.0202,,,,,,,,,,42.8048,-71.3887
2006-5248,ROBHUDJ4,8/29/2006,0.026,,,,,,,,,,42.8048,-71.3887
2013-656,ROBHUDJ4,5/28/2013,0.0164,,,,,,,,,,42.8048,-71.3887
2012-1499,ROBHUDJ4,6/26/2012,0.018,,,,,,,,,,42.8048,-71.3887
2005-5019,ROBHUDJ4,8/23/2005,0.156,,,,,,,,,,42.8048,-71.3887
2007-4607,ROBHUDJ4,8/28/2007,0.097,,,,,,,,,,42.8048,-71.3887
2008-1105,ROBHUDJ4,5/27/2008,0.019,,,,,,,,,,42.8048,-71.3887
2017-2979,ROBHUDJ4,7/25/2017,0.0205,,,,,,,,,,42.8048,-71.3887
2017-485,ROBHUDJ4,5/23/2017,0.0181,,,,,,,,,,42.8048,-71.3887
2009-6025,ROBHUDJ4,9/29/2009,0.046,,,,,,,,,,42.8048,-71.3887
2006-5883,ROBHUDJ4,9/26/2006,0.029,,,,,,,,,,42.8048,-71.3887
VL07300332,ROBHUDJ4,7/30/2003,0.026,,,,,,,,,,42.8048,-71.3887
2013-4402,ROBHUDJ4,8/27/2013,0.019,,,,,,,,,,42.8048,-71.3887
VL06250342,ROBHUDJ4,6/25/2003,0.025,,,,,,,,,,42.8048,-71.3887
2009-3611,ROBHUDJ4,7/28/2009,0.024,,,,,,,,,,42.8048,-71.3887
2005-1224,ROBHUDJ4,5/31/2005,0.025,,,,,,,,,,42.8048,-71.3887
VL08230050,ROBHUDJ4,8/23/2000,0.016,,,,,,,,,,42.8048,-71.3887
2013-1168,ROBHUDJ4,6/18/2013,0.0158,,,,,,,,,,42.8048,-71.3887
2005-6132,ROBHUDJ4,9/27/2005,0.036,,,,,,,,,,42.8048,-71.3887
2007-1764,ROBHUDJ4,6/26/2007,0.021,,,,,,,,,,42.8048,-71.3887
2013-4955,ROBHUDJ4,9/24/2013,0.0145,,,,,,,,,,42.8048,-71.3887
2014-4487,ROBHUDJ4,9/30/2014,0.0209,,,,,,,,,,42.8048,-71.3887
2019-4654,ROBHUDJ4,8/27/2019,0.0165,,,,,,,,,,42.8048,-71.3887
2014-1087,ROBHUDJ4,6/24/2014,0.0188,,,,,,,,,,42.8048,-71.3887
VL05280302,ROBHUDJ4,5/28/2003,0.017,,,,,,,,,,42.8048,-71.3887
2018-4478,ROBHUDJ4,8/28/2018,0.0355,,,,,,,,,,42.8048,-71.3887
2018-1540,ROBHUDJ4,6/26/2018,0.0166,,,,,,,,,,42.8048,-71.3887
2010-616,ROBHUDJ4,5/25/2010,0.022,,,,,,,,,,42.8048,-71.3887
2011-457,ROBHUDJ4,5/31/2011,0.015,,,,,,,,,,42.8048,-71.3887
VL08270367,ROBHUDJ4,8/27/2003,0.024,,,,,,,,,,42.8048,-71.3887
VL08290134,ROBHUDJ4,8/29/2001,0.024,,,,,,,,,,42.8048,-71.3887
2005-2207,ROBHUDJ4,6/28/2005,0.024,,,,,,,,,,42.8048,-71.3887
2011-1371,ROBHUDJ4,6/28/2011,0.017,,,,,,,,,,42.8048,-71.3887
2006-3460,ROBHUDJ4,7/25/2006,0.021,,,,,,,,,,42.8048,-71.3887
2010-3106,ROBHUDJ4,7/27/2010,0.051,,,,,,,,,,42.8048,-71.3887
2014-288,ROBHUDJ4,5/20/2014,0.0189,,,,,,,,,,42.8048,-71.3887
2012-3073,ROBHUDJ4,7/31/2012,0.019,,,,,,,,,,42.8048,-71.3887
2018-2842,ROBHUDJ4,7/24/2018,0.0225,,,,,,,,,,42.8048,-71.3887
2008-3554,ROBHUDJ4,7/29/2008,0.018,,,,,,,,,,42.8048,-71.3887
2015-1758,ROBHUDJ4,6/30/2015,0.016,,,,,,,,,,42.8048,-71.3887
2010-1742,ROBHUDJ4,6/29/2010,0.016,,,,,,,,,,42.8048,-71.3887
2007-5202,ROBHUDJ4,9/25/2007,0.043,,,,,,,,,,42.8048,-71.3887
2020-928,ROBHUDJ4,7/14/2020,0.0219,,,,,,,,,,42.8048,-71.3887
2012-642,ROBHUDJ4,5/29/2012,0.023,,,,,,,,,,42.8048,-71.3887
VL07310230,ROBHUDJ4,7/31/2002,0.026,,,,,,,,,,42.8048,-71.3887
2004-4738,ROBHUDJ4,8/24/2004,0.026,,,,,,,,,,42.8048,-71.3887
2011-2456,ROBHUDJ4,7/26/2011,0.019,,,,,,,,,,42.8048,-71.3887
2008-5012,ROBHUDJ4,8/26/2008,0.021,,,,,,,,,,42.8048,-71.3887
VL05300188,ROBHUDJ4,5/30/2001,0.016,,,,,,,,,,42.8048,-71.3887
2011-4387,ROBHUDJ4,9/27/2011,0.019,,,,,,,,,,42.8048,-71.3887
2011-3822,ROBHUDJ4,8/30/2011,0.021,,,,,,,,,,42.8048,-71.3887
2019-1566,ROBHUDJ4,6/25/2019,0.0207,,,,,,,,,,42.8048,-71.3887
2006-1987,ROBHUDJ4,6/27/2006,0.019,,,,,,,,,,42.8048,-71.3887
2019-384,ROBHUDJ4,5/21/2019,0.0179,,,,,,,,,,42.8048,-71.3887
2015-576,ROBHUDJ4,5/26/2015,0.0159,,,,,,,,,,42.8048,-71.3887
2007-3398,ROBHUDJ4,7/31/2007,0.024,,,,,,,,,,42.8048,-71.3887
2009-2200,ROBHUDJ4,6/30/2009,0.021,,,,,,,,,,42.8048,-71.3887
2018-467,ROBHUDJ4,5/21/2018,0.0165,,,,,,,,,,42.8048,-71.3887
2016-603,ROBHUDJ4,5/24/2016,0.0166,,,,,,,,,,42.8048,-71.3887
2008-2190,ROBHUDJ4,7/1/2008,0.021,,,,,,,,,,42.8048,-71.3887
2004-762,ROBHUDJ4,5/18/2004,0.014,,,,,,,,,,42.8048,-71.3887
VL05240016,ROBHUDJ4,5/24/2000,0.053,,,,,,,,,,42.8048,-71.3887
2019-5135,ROBHUDJ4,9/24/2019,0.0404,,,,,,,,,,42.8048,-71.3887
2005-3554,ROBHUDJ4,7/26/2005,0.021,,,,,,,,,,42.8048,-71.3887
2004-1187,ROBHUDJ4,6/15/2004,0.019,,,,,,,,,,42.8048,-71.3887
2004-5609,ROBHUDJ4,9/21/2004,0.025,,,,,,,,,,42.8048,-71.3887
2014-3860,ROBHUDJ4,8/26/2014,0.0365,,,,,,,,,,42.8048,-71.3887
2017-4289,ROBHUDJ4,8/22/2017,0.019,,,,,,,,,,42.8048,-71.3887
2017-1673,ROBHUDJ4,6/27/2017,0.0163,,,,,,,,,,42.8048,-71.3887
2009-864,ROBHUDJ4,5/26/2009,0.023,,,,,,,,,,42.8048,-71.3887
2007-929,ROBHUDJ4,5/29/2007,0.019,,,,,,,,,,42.8048,-71.3887
2004-2828,ROBHUDJ4,7/20/2004,0.023,,,,,,,,,,42.8048,-71.3887
VL07250153,ROBHUDJ4,7/25/2001,0.019,,,,,,,,,,42.8048,-71.3887
2008-3551,ROBHUDL2,7/29/2008,0.033,,,,,,,,,,42.8009,-71.381083
2006-5882,ROBHUDL2,9/26/2006,0.084,,,,,,,,,,42.8009,-71.381083
2018-465,ROBHUDL2,5/21/2018,0.0258,,,,,,,,,,42.8009,-71.381083
2010-614,ROBHUDL2,5/25/2010,0.077,,,,,,,,,,42.8009,-71.381083
VL05280319,ROBHUDL2,5/28/2003,0.025,,,,,,,,,,42.8009,-71.381083
2011-4385,ROBHUDL2,9/27/2011,0.03,,,,,,,,,,42.8009,-71.381083
2009-6024,ROBHUDL2,9/29/2009,0.019,,,,,,,,,,42.8009,-71.381083
2019-1563,ROBHUDL2,6/25/2019,0.0356,,,,,,,,,,42.8009,-71.381083
VL07250173,ROBHUDL2,7/25/2001,0.057,,,,,,,,,,42.8009,-71.381083
VL07300367,ROBHUDL2,7/30/2003,0.083,,,,,,,,,,42.8009,-71.381083
2007-1762,ROBHUDL2,6/26/2007,0.053,,,,,,,,,,42.8009,-71.381083
2018-4918,ROBHUDL2,9/17/2018,0.0203,,,,,,,,,,42.8009,-71.381083
2009-2201,ROBHUDL2,6/30/2009,0.042,,,,,,,,,,42.8009,-71.381083
2004-5607,ROBHUDL2,9/21/2004,0.023,,,,,,,,,,42.8009,-71.381083
2011-3820,ROBHUDL2,8/30/2011,0.047,,,,,,,,,,42.8009,-71.381083
2017-483,ROBHUDL2,5/23/2017,0.0514,,,,,,,,,,42.8009,-71.381083
2016-601,ROBHUDL2,5/24/2016,0.0651,,,,,,,,,,42.8009,-71.381083
2018-2841,ROBHUDL2,7/24/2018,0.0221,,,,,,,,,,42.8009,-71.381083
VL09270018,ROBHUDL2,9/27/2000,0.016,,,,,,,,,,42.8009,-71.381083
2009-3609,ROBHUDL2,7/28/2009,0.04,,,,,,,,,,42.8009,-71.381083
2004-1185,ROBHUDL2,6/15/2004,0.024,,,,,,,,,,42.8009,-71.381083
VL09260108,ROBHUDL2,9/26/2001,0.037,,,,,,,,,,42.8009,-71.381083
2015-564,ROBHUDL2,5/26/2015,0.0501,,,,,,,,,,42.8009,-71.381083
2004-4736,ROBHUDL2,8/24/2004,0.032,,,,,,,,,,42.8009,-71.381083
VL08290146,ROBHUDL2,8/29/2001,0.029,,,,,,,,,,42.8009,-71.381083
VL07310232,ROBHUDL2,7/31/2002,0.048,,,,,,,,,,42.8009,-71.381083
2019-2926,ROBHUDL2,7/23/2019,0.0778,,,,,,,,,,42.8009,-71.381083
VL06270149,ROBHUDL2,6/27/2001,0.035,,,,,,,,,,42.8009,-71.381083
2005-1222,ROBHUDL2,5/31/2005,0.027,,,,,,,,,,42.8009,-71.381083
2006-3458,ROBHUDL2,7/25/2006,0.055,,,,,,,,,,42.8009,-71.381083
2015-1757,ROBHUDL2,6/30/2015,0.0308,,,,,,,,,,42.8009,-71.381083
VL08270386,ROBHUDL2,8/27/2003,0.024,,,,,,,,,,42.8009,-71.381083
2014-2603,ROBHUDL2,7/29/2014,0.0348,,,,,,,,,,42.8009,-71.381083
2012-1497,ROBHUDL2,6/26/2012,0.057,,,,,,,,,,42.8009,-71.381083
2012-641,ROBHUDL2,5/29/2012,0.033,,,,,,,,,,42.8009,-71.381083
2006-1064,ROBHUDL2,5/30/2006,0.024,,,,,,,,,,42.8009,-71.381083
2018-1539,ROBHUDL2,6/26/2018,0.034,,,,,,,,,,42.8009,-71.381083
2019-382,ROBHUDL2,5/21/2019,0.0217,,,,,,,,,,42.8009,-71.381083
2004-676,ROBHUDL2,5/11/2004,0.012,,,,,,,,,,42.8009,-71.381083
2019-4652,ROBHUDL2,8/27/2019,0.0327,,,,,,,,,,42.8009,-71.381083
2008-5010,ROBHUDL2,8/26/2008,0.047,,,,,,,,,,42.8009,-71.381083
2013-1166,ROBHUDL2,6/18/2013,0.0207,,,,,,,,,,42.8009,-71.381083
VL07260041,ROBHUDL2,7/26/2000,0.027,,,,,,,,,,42.8009,-71.381083
2018-4477,ROBHUDL2,8/28/2018,0.0328,,,,,,,,,,42.8009,-71.381083
2007-927,ROBHUDL2,5/29/2007,0.036,,,,,,,,,,42.8009,-71.381083
2009-862,ROBHUDL2,5/26/2009,0.044,,,,,,,,,,42.8009,-71.381083
2017-2978,ROBHUDL2,7/25/2017,0.0468,,,,,,,,,,42.8009,-71.381083
2010-1741,ROBHUDL2,6/29/2010,0.031,,,,,,,,,,42.8009,-71.381083
VL05300189,ROBHUDL2,5/30/2001,0.025,,,,,,,,,,42.8009,-71.381083
2011-2454,ROBHUDL2,7/26/2011,0.077,,,,,,,,,,42.8009,-71.381083
VL06260208,ROBHUDL2,6/26/2002,0.021,,,,,,,,,,42.8009,-71.381083
VL09240337,ROBHUDL2,9/24/2003,0.036,,,,,,,,,,42.8009,-71.381083
2006-1985,ROBHUDL2,6/27/2006,0.046,,,,,,,,,,42.8009,-71.381083
2013-3120,ROBHUDL2,7/30/2013,0.0334,,,,,,,,,,42.8009,-71.381083
2008-1104,ROBHUDL2,5/27/2008,0.034,,,,,,,,,,42.8009,-71.381083
2013-654,ROBHUDL2,5/28/2013,0.0202,,,,,,,,,,42.8009,-71.381083
2011-455,ROBHUDL2,5/31/2011,0.033,,,,,,,,,,42.8009,-71.381083
2008-2188,ROBHUDL2,7/1/2008,0.041,,,,,,,,,,42.8009,-71.381083
2007-3397,ROBHUDL2,7/31/2007,0.077,,,,,,,,,,42.8009,-71.381083
VL06210086,ROBHUDL2,6/21/2000,0.011,,,,,,,,,,42.8009,-71.381083
VL06250348,ROBHUDL2,6/25/2003,0.023,,,,,,,,,,42.8009,-71.381083
VL08230047,ROBHUDL2,8/23/2000,0.019,,,,,,,,,,42.8009,-71.381083
2006-5246,ROBHUDL2,8/29/2006,0.052,,,,,,,,,,42.8009,-71.381083
2011-1372,ROBHUDL2,6/28/2011,0.035,,,,,,,,,,42.8009,-71.381083
2017-1672,ROBHUDL2,6/27/2017,0.0306,,,,,,,,,,42.8009,-71.381083
VL05240013,ROBHUDL2,5/24/2000,0.007,,,,,,,,,,42.8009,-71.381083
2004-2826,ROBHUDL2,7/20/2004,0.026,,,,,,,,,,42.8009,-71.381083
2014-286,ROBHUDL2,5/20/2014,0.0266,,,,,,,,,,42.8009,-71.381083
2006-1991,ROBHUDO8,6/27/2006,0.017,,,,,,,,,,42.789889,-71.3839
VL07310225,ROBHUDO8,7/31/2002,0.023,,,,,,,,,,42.789889,-71.3839
VL07250143,ROBHUDO8,7/25/2001,0.014,,,,,,,,,,42.789889,-71.3839
VL07260033,ROBHUDO8,7/26/2000,0.009,,,,,,,,,,42.789889,-71.3839
VL09270017,ROBHUDO8,9/27/2000,0.008,,,,,,,,,,42.789889,-71.3839
2007-1766,ROBHUDO8,6/26/2007,0.018,,,,,,,,,,42.789889,-71.3839
VL08270371,ROBHUDO8,8/27/2003,0.014,,,,,,,,,,42.789889,-71.3839
2005-2211,ROBHUDO8,6/28/2005,0.019,,,,,,,,,,42.789889,-71.3839
VL06260217,ROBHUDO8,6/26/2002,0.014,,,,,,,,,,42.789889,-71.3839
2007-933,ROBHUDO8,5/29/2007,0.016,,,,,,,,,,42.789889,-71.3839
VL05280312,ROBHUDO8,5/28/2003,0.013,,,,,,,,,,42.789889,-71.3839
VL09260104,ROBHUDO8,9/26/2001,0.011,,,,,,,,,,42.789889,-71.3839
VL07300334,ROBHUDO8,7/30/2003,0.019,,,,,,,,,,42.789889,-71.3839
VL09240327,ROBHUDO8,9/24/2003,0.012,,,,,,,,,,42.789889,-71.3839
2006-3464,ROBHUDO8,7/25/2006,0.014,,,,,,,,,,42.789889,-71.3839
2006-1068,ROBHUDO8,5/30/2006,0.024,,,,,,,,,,42.789889,-71.3839
2007-3401,ROBHUDO8,7/31/2007,0.02,,,,,,,,,,42.789889,-71.3839
2004-2831,ROBHUDO8,7/20/2004,0.021,,,,,,,,,,42.789889,-71.3839
VL05300193,ROBHUDO8,5/30/2001,0.024,,,,,,,,,,42.789889,-71.3839
2005-3557,ROBHUDO8,7/26/2005,0.015,,,,,,,,,,42.789889,-71.3839
